BASE_DEPTH,MINIMUM_TASK_COUNT,RUN_NUMBER,RUNTIME
98,6000,6,0.340724
98,6200,1,0.437524
98,6200,2,0.351164
98,6200,3,0.559531
98,6200,4,0.582061
98,6200,5,0.842534
98,6200,6,0.522973
98,6400,1,0.400107
98,6400,2,0.513466
98,6400,3,0.568096
98,6400,4,0.595235
98,6400,5,0.386110
98,6400,6,0.499511
98,6600,1,0.464455
98,6600,2,0.381981
98,6600,3,0.380957
98,6600,4,0.325512
98,6600,5,0.285871
98,6600,6,0.324058
98,6800,1,0.178360
98,6800,2,0.485979
98,6800,3,0.357908
98,6800,4,0.564159
98,6800,5,0.117871
98,6800,6,0.212061
98,7000,1,0.464396
98,7000,2,0.546167
98,7000,3,0.588890
98,7000,4,0.337327
98,7000,5,0.567206
98,7000,6,0.492202
98,7200,1,0.644177
98,7200,2,0.262254
98,7200,3,0.167287
98,7200,4,0.231923
98,7200,5,0.148534
98,7200,6,0.414607
98,7400,1,0.479682
98,7400,2,0.699648
98,7400,3,0.298872
98,7400,4,0.619055
98,7400,5,0.465765
98,7400,6,0.240429
98,7600,1,0.550334
98,7600,2,0.483087
98,7600,3,0.729192
98,7600,4,0.523898
98,7600,5,0.422982
98,7600,6,0.569489
98,7800,1,0.703944
98,7800,2,0.345573
98,7800,3,0.512069
98,7800,4,0.550358
98,7800,5,0.389038
98,7800,6,0.255250
98,8000,1,0.448843
98,8000,2,0.174285
98,8000,3,0.364945
98,8000,4,0.282179
98,8000,5,0.498019
98,8000,6,0.523502
98,8200,1,0.318382
98,8200,2,0.125314
98,8200,3,0.533189
98,8200,4,0.218387
98,8200,5,0.592828
98,8200,6,0.338628
98,8400,1,0.607282
98,8400,2,0.238978
98,8400,3,0.531209
98,8400,4,0.286007
98,8400,5,0.264585
98,8400,6,0.705631
98,8600,1,0.441431
98,8600,2,0.145072
98,8600,3,0.209395
98,8600,4,0.616078
98,8600,5,0.606358
98,8600,6,0.477647
98,8800,1,0.606820
98,8800,2,0.240104
98,8800,3,0.311987
98,8800,4,0.445590
98,8800,5,0.427211
98,8800,6,0.457706
98,9000,1,0.427990
98,9000,2,0.210494
98,9000,3,0.581579
98,9000,4,0.567947
98,9000,5,0.179596
98,9000,6,0.495500
98,9200,1,0.231461
98,9200,2,0.210687
98,9200,3,0.230888
98,9200,4,0.405826
98,9200,5,0.641215
98,9200,6,0.130431
98,9400,1,0.282738
98,9400,2,0.275354
98,9400,3,0.459543
98,9400,4,0.343525
98,9400,5,0.592501
98,9400,6,0.401518
98,9600,1,0.390609
98,9600,2,0.383029
98,9600,3,0.503837
98,9600,4,0.315131
98,9600,5,0.678595
98,9600,6,0.542796
98,9800,1,0.708556
98,9800,2,0.449065
98,9800,3,0.539429
98,9800,4,0.474721
98,9800,5,0.551951
98,9800,6,0.262882
98,10000,1,0.198365
98,10000,2,0.220440
98,10000,3,0.360772
98,10000,4,0.349839
98,10000,5,0.428273
98,10000,6,0.421190
